s,carat,cut,color,clarity,depth,table,price,x,y,z
33928,0.37,Premium,E,VVS2,60.9,59.0,844,4.61,4.65,2.82
33929,0.37,Very Good,E,VVS2,59.7,61.0,844,4.67,4.71,2.8
33950,0.23,Very Good,F,VVS2,60.4,61.0,465,3.92,3.96,2.38
33951,0.23,Very Good,F,VVS2,61.3,60.0,465,3.98,4.01,2.45
33952,0.23,Very Good,F,VVS2,61.0,59.0,465,3.93,3.97,2.41
33953,0.23,Very Good,E,VVS2,62.7,59.0,465,3.93,3.95,2.47
33954,0.23,Very Good,E,VVS2,58.0,60.0,465,4.04,4.07,2.35
33955,0.23,Very Good,E,VVS2,61.8,59.0,465,3.92,3.95,2.43
33956,0.23,Very Good,E,VVS2,60.2,57.0,465,3.99,4.05,2.42
33957,0.23,Very Good,E,VVS2,61.1,58.0,465,3.95,4.01,2.43
33966,0.34,Ideal,F,VVS2,62.0,54.2,846,4.47,4.49,2.78
33973,0.31,Ideal,G,VVS2,62.7,57.0,846,4.35,4.32,2.72
33974,0.31,Good,F,VVS2,63.6,55.0,846,4.33,4.29,2.74
33978,0.41,Very Good,H,VVS2,63.1,58.0,847,4.71,4.74,2.98
34011,0.34,Ideal,F,VVS2,61.3,56.0,848,4.52,4.56,2.78
34020,0.39,Ideal,I,VVS2,60.8,56.0,849,4.74,4.76,2.89
34021,0.35,Ideal,E,VVS2,61.0,57.0,849,4.54,4.58,2.78
34022,0.35,Ideal,E,VVS2,62.6,53.0,849,4.52,4.55,2.84
34028,0.4,Very Good,E,VVS2,63.0,55.0,849,4.72,4.74,2.98
34029,0.43,Very Good,I,VVS2,62.8,58.0,850,4.8,4.82,3.02
34036,0.3,Ideal,G,VVS2,61.8,57.0,850,4.31,4.33,2.67
34078,0.34,Ideal,H,VVS2,61.1,56.0,852,4.52,4.55,2.77
34079,0.34,Ideal,H,VVS2,61.4,56.0,852,4.48,4.51,2.76
34105,0.38,Very Good,G,VVS2,61.5,57.0,853,4.66,4.68,2.87
34107,0.39,Ideal,H,VVS2,61.4,56.1,853,4.7,4.73,2.89
34108,0.39,Ideal,H,VVS2,62.1,54.3,853,4.63,4.69,2.9
34112,0.36,Ideal,F,VVS2,60.4,58.0,853,4.61,4.66,2.8
34113,0.31,Ideal,D,VVS2,61.0,56.0,853,4.37,4.39,2.67
34130,0.32,Ideal,D,VVS2,59.9,59.0,854,4.45,4.46,2.67
34145,0.33,Ideal,H,VVS2,60.9,57.0,854,4.52,4.48,2.74
34146,0.33,Ideal,H,VVS2,62.2,56.0,854,4.46,4.44,2.77
34147,0.33,Ideal,H,VVS2,62.2,54.0,854,4.46,4.44,2.77
34148,0.33,Ideal,H,VVS2,61.9,55.0,854,4.47,4.45,2.76
34149,0.33,Ideal,H,VVS2,61.7,56.0,854,4.44,4.41,2.73
34150,0.33,Ideal,H,VVS2,61.9,57.0,854,4.44,4.41,2.74
34151,0.33,Premium,H,VVS2,61.6,58.0,854,4.45,4.42,2.73
34152,0.33,Premium,H,VVS2,62.4,60.0,854,4.42,4.39,2.75
34216,0.39,Very Good,H,VVS2,62.1,58.0,855,4.63,4.65,2.88
34247,0.38,Very Good,J,VVS2,63.4,56.0,855,4.62,4.56,2.91
34254,0.33,Very Good,D,VVS2,61.9,56.0,856,4.44,4.48,2.76
34257,0.37,Ideal,D,VVS2,62.4,56.0,857,4.56,4.64,2.87
34263,0.23,Good,E,VVS2,61.9,60.0,465,3.95,4.03,2.47
34268,0.29,Very Good,H,VVS2,62.2,54.0,466,4.23,4.26,2.64
34272,0.25,Very Good,H,VVS2,63.3,54.0,467,3.98,4.02,2.52
34280,0.31,Ideal,J,VVS2,62.0,56.1,468,4.31,4.33,2.68
34284,0.23,Very Good,F,VVS2,58.1,63.0,468,4.04,4.08,2.36
34287,0.26,Very Good,H,VVS2,62.4,58.0,468,4.04,4.07,2.53
34290,0.26,Good,H,VVS2,63.3,58.0,468,4.04,4.08,2.57
34300,0.36,Very Good,G,VVS2,59.5,56.0,858,4.68,4.73,2.8
34303,0.32,Ideal,D,VVS2,62.1,54.0,858,4.4,4.4,2.74
34308,0.29,Ideal,E,VVS2,62.0,55.0,858,4.27,4.25,2.64
34322,0.36,Premium,E,VVS2,61.7,59.0,859,4.52,4.56,2.8
34336,0.42,Ideal,I,VVS2,62.8,54.0,862,4.78,4.8,3.01
34440,0.32,Ideal,E,VVS2,62.4,56.0,864,4.39,4.43,2.75
34441,0.32,Ideal,E,VVS2,61.5,55.0,864,4.41,4.44,2.72
34442,0.31,Ideal,E,VVS2,60.9,55.0,864,4.42,4.45,2.7
34443,0.31,Ideal,E,VVS2,61.3,55.0,864,4.34,4.37,2.67
34444,0.31,Ideal,E,VVS2,62.0,54.0,864,4.38,4.39,2.72
34445,0.31,Ideal,E,VVS2,61.1,56.0,864,4.38,4.39,2.68
34446,0.31,Ideal,E,VVS2,60.2,57.0,864,4.39,4.41,2.65
34447,0.31,Ideal,E,VVS2,62.0,54.0,864,4.33,4.35,2.69
34448,0.31,Ideal,E,VVS2,61.8,54.0,864,4.34,4.36,2.69
34493,0.32,Ideal,D,VVS2,61.3,55.0,867,4.4,4.44,2.71
34494,0.32,Ideal,D,VVS2,62.0,55.0,867,4.39,4.41,2.73
34503,0.4,Very Good,G,VVS2,60.6,59.0,868,4.74,4.8,2.89
34504,0.4,Very Good,G,VVS2,63.2,55.0,868,4.72,4.74,2.99
34508,0.4,Ideal,H,VVS2,61.1,55.0,868,4.75,4.78,2.91
34512,0.33,Ideal,E,VVS2,61.2,57.0,868,4.45,4.47,2.73
34520,0.33,Premium,E,VVS2,60.3,58.0,868,4.47,4.49,2.7
34537,0.33,Ideal,E,VVS2,61.7,57.0,868,4.41,4.44,2.73
34583,0.36,Very Good,F,VVS2,61.6,55.0,872,4.58,4.6,2.83
34586,0.35,Ideal,F,VVS2,61.2,56.0,872,4.56,4.58,2.8
34587,0.35,Ideal,F,VVS2,60.8,55.0,872,4.58,4.61,2.79
34673,0.41,Very Good,H,VVS2,62.4,54.0,873,4.75,4.77,2.97
34674,0.41,Very Good,H,VVS2,62.0,56.0,873,4.77,4.81,2.97
34680,0.38,Ideal,G,VVS2,60.7,57.0,873,4.7,4.73,2.86
34681,0.36,Ideal,E,VVS2,62.1,56.0,873,4.53,4.58,2.83
34702,0.43,Ideal,I,VVS2,62.6,57.0,874,4.79,4.82,3.01
34721,0.39,Very Good,G,VVS2,62.1,55.0,875,4.67,4.7,2.91
34742,0.37,Ideal,F,VVS2,60.5,60.0,876,4.65,4.67,2.82
34743,0.37,Ideal,E,VVS2,61.4,56.0,876,4.64,4.67,2.86
34782,0.4,Premium,H,VVS2,60.9,58.0,877,4.74,4.79,2.9
34783,0.4,Ideal,H,VVS2,62.3,57.0,877,4.71,4.73,2.94
34787,0.4,Ideal,H,VVS2,62.4,57.0,877,4.69,4.73,2.94
34788,0.4,Ideal,H,VVS2,62.1,57.0,877,4.69,4.74,2.93
34790,0.4,Ideal,H,VVS2,60.8,55.0,877,4.79,4.82,2.92
34793,0.4,Good,H,VVS2,63.2,55.0,877,4.7,4.73,2.98
34794,0.4,Ideal,H,VVS2,62.2,56.0,877,4.7,4.75,2.94
34795,0.4,Premium,H,VVS2,60.6,60.0,877,4.75,4.79,2.89
34811,0.3,Very Good,E,VVS2,63.2,59.0,878,4.28,4.27,2.7
34838,0.3,Premium,G,VVS2,60.8,58.0,878,4.38,4.34,2.65
34839,0.3,Premium,G,VVS2,60.6,58.0,878,4.36,4.35,2.64
34840,0.3,Premium,G,VVS2,61.2,58.0,878,4.34,4.32,2.65
34841,0.3,Ideal,G,VVS2,60.9,57.0,878,4.35,4.32,2.64
34842,0.3,Ideal,G,VVS2,61.1,57.0,878,4.35,4.32,2.65
34843,0.3,Ideal,G,VVS2,60.6,57.0,878,4.35,4.33,2.63
34844,0.3,Premium,G,VVS2,61.2,59.0,878,4.35,4.31,2.65
34845,0.3,Premium,G,VVS2,61.0,60.0,878,4.32,4.3,2.63
34846,0.3,Ideal,G,VVS2,61.5,55.0,878,4.32,4.3,2.65
34847,0.3,Ideal,G,VVS2,62.9,55.0,878,4.32,4.3,2.71
34848,0.3,Ideal,G,VVS2,61.5,56.0,878,4.34,4.31,2.66
34849,0.3,Very Good,G,VVS2,63.5,56.0,878,4.34,4.29,2.74
34850,0.3,Ideal,G,VVS2,63.0,57.0,878,4.32,4.28,2.71
34851,0.3,Premium,G,VVS2,61.3,58.0,878,4.34,4.28,2.64
34852,0.3,Ideal,G,VVS2,62.0,57.0,878,4.32,4.29,2.67
34853,0.3,Premium,G,VVS2,61.3,57.0,878,4.33,4.29,2.64
34854,0.3,Ideal,G,VVS2,61.5,57.0,878,4.33,4.29,2.65
34855,0.3,Premium,G,VVS2,62.2,59.0,878,4.31,4.28,2.67
34856,0.3,Good,G,VVS2,63.8,56.0,878,4.29,4.27,2.73
34857,0.3,Ideal,G,VVS2,62.7,57.0,878,4.32,4.26,2.69
34858,0.3,Premium,G,VVS2,62.6,58.0,878,4.29,4.27,2.68
34859,0.3,Good,G,VVS2,63.6,57.0,878,4.3,4.26,2.72
34860,0.3,Ideal,G,VVS2,62.7,57.0,878,4.29,4.26,2.68
34861,0.3,Premium,G,VVS2,62.0,58.0,878,4.29,4.26,2.65
34862,0.3,Premium,G,VVS2,62.3,59.0,878,4.29,4.25,2.66
34863,0.3,Premium,G,VVS2,62.0,60.0,878,4.33,4.25,2.66
34864,0.3,Premium,G,VVS2,61.9,59.0,878,4.28,4.25,2.64
34865,0.3,Premium,G,VVS2,62.6,58.0,878,4.28,4.25,2.67
34866,0.3,Premium,G,VVS2,62.8,60.0,878,4.28,4.25,2.68
34867,0.3,Premium,G,VVS2,62.7,56.0,878,4.31,4.24,2.68
34868,0.3,Very Good,G,VVS2,63.5,54.0,878,4.26,4.25,2.7
34869,0.3,Premium,G,VVS2,61.6,60.0,878,4.27,4.24,2.62
34870,0.3,Very Good,G,VVS2,63.2,57.0,878,4.27,4.24,2.69
34871,0.3,Premium,G,VVS2,62.9,55.0,878,4.28,4.24,2.68
34872,0.3,Very Good,G,VVS2,63.2,57.0,878,4.28,4.23,2.69
34873,0.3,Good,G,VVS2,63.8,57.0,878,4.26,4.24,2.71
34874,0.3,Premium,G,VVS2,61.8,59.0,878,4.26,4.22,2.62
34875,0.3,Premium,G,VVS2,62.1,59.0,878,4.27,4.23,2.64
34876,0.3,Very Good,G,VVS2,63.3,57.0,878,4.27,4.23,2.69
34877,0.3,Very Good,G,VVS2,63.1,56.0,878,4.23,4.2,2.66
34881,0.3,Ideal,G,VVS2,62.2,55.0,878,4.33,4.29,2.68
34885,0.38,Ideal,G,VVS2,62.0,57.0,879,4.64,4.66,2.89
34886,0.38,Ideal,G,VVS2,60.0,56.0,879,4.72,4.76,2.84
34894,0.3,Very Good,D,VVS2,59.6,61.0,880,4.39,4.34,2.6
34907,0.34,Premium,H,VVS2,62.7,59.0,880,4.47,4.43,2.79
34908,0.34,Premium,H,VVS2,61.4,58.0,880,4.5,4.46,2.75
34909,0.34,Ideal,H,VVS2,61.8,54.0,880,4.49,4.47,2.77
34910,0.34,Ideal,H,VVS2,62.2,55.0,880,4.49,4.48,2.79
34935,0.28,Good,J,VVS2,58.4,60.0,375,4.27,4.33,2.51
34941,0.23,Very Good,H,VVS2,62.0,55.0,378,3.93,3.95,2.44
34951,0.24,Very Good,E,VVS2,62.1,59.0,471,3.95,4.0,2.47
34958,0.24,Good,F,VVS2,64.0,61.0,471,3.91,3.93,2.51
34966,0.23,Very Good,F,VVS2,60.8,59.0,472,3.97,3.99,2.42
34967,0.23,Very Good,F,VVS2,63.1,56.0,472,3.93,3.96,2.49
34968,0.23,Very Good,D,VVS2,58.5,62.0,472,4.04,4.06,2.37
34975,0.23,Good,E,VVS2,64.5,55.0,472,3.85,3.9,2.5
34988,0.34,Ideal,H,VVS2,63.0,55.0,880,4.48,4.44,2.81
34993,0.35,Ideal,E,VVS2,61.3,56.0,881,4.54,4.6,2.8
34995,0.4,Very Good,H,VVS2,59.7,57.0,882,4.83,4.85,2.89
34998,0.35,Ideal,D,VVS2,61.6,56.0,882,4.55,4.57,2.81
35035,0.3,Premium,F,VVS2,59.5,59.0,882,4.42,4.38,2.62
35041,0.4,Ideal,G,VVS2,61.4,53.0,883,4.73,4.81,2.93
35042,0.32,Ideal,E,VVS2,61.1,55.0,883,4.41,4.46,2.71
35062,0.34,Ideal,D,VVS2,61.2,56.0,885,4.5,4.52,2.76
35081,0.39,Ideal,G,VVS2,62.1,56.0,886,4.67,4.7,2.91
35122,0.36,Ideal,E,VVS2,62.0,54.0,887,4.56,4.6,2.84
35130,0.36,Ideal,G,VVS2,61.8,55.0,888,4.57,4.62,2.84
35133,0.41,Very Good,G,VVS2,59.1,60.0,889,4.84,4.87,2.87
35150,0.32,Ideal,E,VVS2,62.3,55.0,890,4.37,4.4,2.73
35158,0.33,Ideal,E,VVS2,61.8,56.0,891,4.44,4.46,2.75
35220,0.33,Very Good,E,VVS2,59.8,58.7,893,4.47,4.51,2.68
35221,0.33,Very Good,E,VVS2,62.3,56.0,893,4.4,4.44,2.75
35222,0.33,Ideal,D,VVS2,61.7,55.0,893,4.46,4.49,2.76
35235,0.41,Ideal,I,VVS2,60.7,57.0,894,4.81,4.84,2.93
35236,0.39,Good,G,VVS2,63.4,57.0,894,4.62,4.65,2.94
35257,0.4,Ideal,E,VVS2,61.1,57.0,895,4.77,4.79,2.92
35312,0.36,Ideal,F,VVS2,62.4,55.0,896,4.54,4.57,2.84
35313,0.36,Ideal,F,VVS2,61.5,56.0,896,4.58,4.61,2.82
35314,0.36,Ideal,F,VVS2,61.7,57.0,896,4.58,4.61,2.83
35315,0.37,Ideal,E,VVS2,61.8,54.0,896,4.61,4.64,2.86
35316,0.37,Ideal,E,VVS2,62.5,53.0,896,4.59,4.63,2.88
35328,0.38,Ideal,H,VVS2,62.1,54.0,898,4.62,4.66,2.88
35331,0.33,Ideal,E,VVS2,60.7,55.0,898,4.49,4.5,2.73
35378,0.41,Ideal,H,VVS2,62.0,56.0,899,4.74,4.78,2.95
35393,0.41,Ideal,H,VVS2,62.5,56.0,899,4.74,4.77,2.97
35395,0.41,Very Good,H,VVS2,62.2,58.0,899,4.71,4.74,2.94
35461,0.33,Premium,F,VVS2,62.3,60.0,901,4.43,4.4,2.75
35472,0.33,Ideal,G,VVS2,62.6,53.0,901,4.45,4.43,2.78
35473,0.33,Premium,G,VVS2,61.5,62.0,901,4.43,4.39,2.71
35474,0.39,Ideal,G,VVS2,61.9,56.0,902,4.68,4.7,2.9
35475,0.39,Ideal,G,VVS2,60.7,55.0,902,4.75,4.78,2.89
35476,0.39,Ideal,G,VVS2,60.6,57.0,902,4.72,4.75,2.87
35514,0.4,Ideal,H,VVS2,61.4,55.7,905,4.72,4.77,2.92
35548,0.35,Premium,H,VVS2,62.7,58.0,906,4.5,4.46,2.81
35549,0.35,Ideal,H,VVS2,63.0,55.0,906,4.5,4.48,2.83
35550,0.35,Premium,H,VVS2,62.5,58.0,906,4.51,4.48,2.81
35551,0.35,Ideal,H,VVS2,62.5,57.0,906,4.54,4.48,2.82
35552,0.35,Premium,H,VVS2,61.9,58.0,906,4.54,4.5,2.8
35553,0.35,Ideal,H,VVS2,59.2,56.0,906,4.65,4.6,2.74
35609,0.31,Ideal,G,VVS2,60.8,56.0,907,4.4,4.38,2.67
35610,0.31,Premium,G,VVS2,60.5,58.0,907,4.43,4.39,2.67
35641,0.31,Premium,G,VVS2,60.0,62.0,907,4.44,4.4,2.65
35642,0.31,Ideal,G,VVS2,61.9,55.0,907,4.36,4.33,2.69
35643,0.31,Ideal,G,VVS2,62.4,56.0,907,4.36,4.33,2.71
35644,0.31,Ideal,G,VVS2,61.7,54.0,907,4.38,4.34,2.69
35645,0.31,Ideal,G,VVS2,61.4,56.0,907,4.38,4.35,2.68
35646,0.31,Premium,G,VVS2,62.2,59.0,907,4.36,4.32,2.7
35647,0.31,Ideal,G,VVS2,62.7,57.0,907,4.34,4.31,2.71
35648,0.31,Ideal,G,VVS2,62.4,56.0,907,4.35,4.31,2.7
35649,0.31,Ideal,G,VVS2,61.8,56.0,907,4.36,4.31,2.68
35650,0.31,Premium,G,VVS2,61.8,58.0,907,4.36,4.32,2.68
35651,0.31,Ideal,G,VVS2,62.1,56.0,907,4.35,4.32,2.69
35652,0.31,Premium,G,VVS2,61.5,58.0,907,4.34,4.31,2.66
35653,0.31,Ideal,G,VVS2,62.7,57.0,907,4.33,4.31,2.71
35654,0.31,Very Good,G,VVS2,63.1,57.0,907,4.32,4.3,2.72
35655,0.31,Ideal,G,VVS2,62.1,56.0,907,4.33,4.27,2.67
35656,0.31,Premium,G,VVS2,62.9,58.0,907,4.3,4.28,2.7
35657,0.31,Very Good,G,VVS2,63.3,57.0,907,4.31,4.28,2.72
35658,0.31,Ideal,G,VVS2,62.6,57.0,907,4.33,4.29,2.7
35659,0.31,Very Good,G,VVS2,63.2,58.0,907,4.32,4.26,2.71
35660,0.31,Premium,G,VVS2,62.9,58.0,907,4.31,4.27,2.7
35661,0.31,Good,G,VVS2,63.8,56.0,907,4.28,4.24,2.72
35662,0.31,Very Good,G,VVS2,63.4,59.0,907,4.29,4.26,2.71
35673,0.37,Ideal,G,VVS2,62.0,56.0,909,4.62,4.64,2.87
35681,0.42,Ideal,H,VVS2,61.1,56.0,910,4.8,4.85,2.95
35685,0.35,Ideal,D,VVS2,61.0,57.0,910,4.54,4.58,2.78
35689,0.39,Ideal,H,VVS2,61.9,54.0,911,4.7,4.73,2.92
35760,0.44,Ideal,I,VVS2,60.8,56.0,912,4.9,4.93,2.99
35798,0.34,Ideal,F,VVS2,61.8,56.0,914,4.49,4.47,2.77
35831,0.4,Ideal,G,VVS2,61.1,57.0,915,4.72,4.78,2.9
35844,0.4,Premium,G,VVS2,61.3,59.0,917,4.74,4.78,2.92
35845,0.4,Ideal,G,VVS2,62.4,57.0,917,4.7,4.73,2.94
35846,0.4,Ideal,G,VVS2,62.6,53.0,917,4.72,4.77,2.97
35847,0.37,Ideal,G,VVS2,61.9,54.0,917,4.63,4.67,2.88
35848,0.31,Ideal,F,VVS2,61.6,55.0,917,4.35,4.38,2.69
35849,0.31,Ideal,F,VVS2,61.5,56.0,917,4.35,4.37,2.68
35850,0.33,Ideal,E,VVS2,61.9,57.0,917,4.44,4.47,2.75
35851,0.33,Ideal,E,VVS2,61.6,55.0,917,4.43,4.47,2.74
35871,0.34,Ideal,D,VVS2,60.1,57.0,918,4.54,4.58,2.74
35873,0.41,Premium,E,VVS2,61.5,58.0,918,4.75,4.78,2.93
35874,0.41,Ideal,E,VVS2,62.0,55.0,918,4.73,4.79,2.95
35935,0.37,Ideal,F,VVS2,61.6,57.0,920,4.59,4.63,2.84
35962,0.31,Ideal,J,VVS2,60.3,60.0,476,4.4,4.45,2.67
35965,0.25,Good,E,VVS2,58.0,65.0,476,4.13,4.18,2.41
35966,0.25,Good,E,VVS2,64.9,58.0,476,3.95,3.97,2.57
35979,0.42,Very Good,H,VVS2,62.4,57.0,921,4.78,4.83,3.0
35987,0.42,Very Good,H,VVS2,62.9,56.0,921,4.75,4.79,3.0
35988,0.42,Very Good,H,VVS2,62.4,55.0,921,4.78,4.81,2.99
35992,0.42,Ideal,H,VVS2,62.4,56.0,921,4.78,4.8,2.99
36021,0.33,Fair,H,VVS2,65.1,59.0,922,4.4,4.32,2.84
36077,0.4,Very Good,G,VVS2,61.6,58.0,925,4.73,4.78,2.93
36086,0.32,Premium,D,VVS2,61.5,60.0,926,4.37,4.41,2.7
36101,0.4,Ideal,E,VVS2,62.5,54.0,926,4.75,4.76,2.97
36120,0.33,Premium,G,VVS2,61.3,59.0,927,4.45,4.42,2.72
36121,0.36,Ideal,E,VVS2,61.8,54.0,928,4.6,4.62,2.85
36128,0.34,Premium,F,VVS2,59.6,60.0,928,4.59,4.54,2.72
36159,0.43,Ideal,I,VVS2,60.9,57.0,929,4.85,4.9,2.97
36161,0.38,Ideal,G,VVS2,61.5,55.2,929,4.67,4.71,2.89
36162,0.38,Ideal,G,VVS2,61.9,55.6,929,4.64,4.67,2.88
36163,0.38,Ideal,G,VVS2,62.2,54.3,929,4.63,4.66,2.89
36164,0.38,Ideal,G,VVS2,62.3,53.6,929,4.65,4.67,2.9
36165,0.38,Ideal,G,VVS2,61.3,56.4,929,4.67,4.71,2.88
36192,0.4,Ideal,G,VVS2,61.9,55.0,931,4.72,4.75,2.93
36193,0.4,Ideal,G,VVS2,62.6,57.0,931,4.68,4.75,2.95
36194,0.4,Ideal,G,VVS2,62.3,54.0,931,4.75,4.78,2.97
36195,0.4,Ideal,G,VVS2,61.6,56.0,931,4.76,4.79,2.94
36203,0.31,Ideal,G,VVS2,62.0,56.0,931,4.35,4.33,2.69
36204,0.41,Very Good,G,VVS2,61.1,55.0,932,4.8,4.82,2.94
36205,0.41,Very Good,G,VVS2,61.9,54.0,932,4.77,4.82,2.96
36209,0.36,Ideal,H,VVS2,62.3,57.0,932,4.57,4.52,2.83
36210,0.36,Premium,H,VVS2,60.6,58.0,932,4.6,4.58,2.78
36226,0.33,Very Good,D,VVS2,59.5,56.0,933,4.51,4.56,2.7
36234,0.42,Ideal,G,VVS2,60.6,56.0,933,4.86,4.88,2.95
36267,0.4,Good,F,VVS2,62.2,63.0,936,4.66,4.69,2.91
36269,0.32,Ideal,G,VVS2,61.9,57.0,936,4.41,4.38,2.72
36315,0.32,Ideal,G,VVS2,61.1,55.0,936,4.45,4.42,2.71
36316,0.32,Ideal,G,VVS2,61.3,56.0,936,4.44,4.43,2.72
36317,0.32,Premium,G,VVS2,60.2,60.0,936,4.45,4.42,2.67
36318,0.32,Ideal,G,VVS2,61.7,57.0,936,4.44,4.41,2.73
36319,0.32,Premium,G,VVS2,60.8,59.0,936,4.44,4.41,2.69
36320,0.32,Ideal,G,VVS2,61.8,55.0,936,4.43,4.41,2.73
36321,0.32,Ideal,G,VVS2,62.2,55.0,936,4.43,4.41,2.75
36322,0.32,Ideal,G,VVS2,60.6,57.0,936,4.43,4.41,2.68
36323,0.32,Ideal,G,VVS2,61.4,55.0,936,4.43,4.4,2.71
36324,0.32,Ideal,G,VVS2,62.0,55.0,936,4.44,4.4,2.74
36325,0.32,Ideal,G,VVS2,61.2,56.0,936,4.42,4.41,2.7
36326,0.32,Ideal,G,VVS2,61.6,55.0,936,4.42,4.41,2.72
36327,0.32,Ideal,G,VVS2,62.4,56.0,936,4.42,4.4,2.75
36328,0.32,Premium,G,VVS2,60.9,61.0,936,4.41,4.39,2.68
36329,0.32,Premium,G,VVS2,62.0,55.0,936,4.42,4.39,2.73
36330,0.32,Ideal,G,VVS2,61.5,57.0,936,4.43,4.39,2.71
36331,0.32,Premium,G,VVS2,61.2,59.0,936,4.44,4.39,2.7
36332,0.32,Ideal,G,VVS2,62.1,57.0,936,4.42,4.4,2.74
36333,0.32,Premium,G,VVS2,61.6,60.0,936,4.4,4.37,2.7
36334,0.32,Premium,G,VVS2,61.7,59.0,936,4.41,4.37,2.71
36335,0.32,Premium,G,VVS2,62.3,54.0,936,4.45,4.38,2.75
36336,0.32,Ideal,G,VVS2,62.2,56.0,936,4.38,4.34,2.71
36337,0.32,Ideal,G,VVS2,62.6,57.0,936,4.38,4.34,2.73
36338,0.32,Premium,G,VVS2,62.6,58.0,936,4.37,4.35,2.73
36339,0.32,Ideal,G,VVS2,62.1,55.0,936,4.38,4.35,2.71
36340,0.32,Premium,G,VVS2,62.3,58.0,936,4.38,4.35,2.72
36341,0.32,Ideal,G,VVS2,62.2,57.0,936,4.38,4.36,2.72
36342,0.32,Ideal,G,VVS2,62.4,54.0,936,4.38,4.37,2.73
36349,0.42,Ideal,G,VVS2,62.7,57.0,938,4.73,4.78,2.98
36360,0.4,Ideal,I,VVS2,62.2,55.0,939,4.72,4.76,2.95
36361,0.41,Ideal,G,VVS2,62.2,54.0,939,4.75,4.8,2.97
36470,0.38,Ideal,G,VVS2,61.0,56.0,943,4.67,4.71,2.86
36477,0.43,Ideal,H,VVS2,62.3,55.0,943,4.82,4.85,3.01
36479,0.43,Ideal,H,VVS2,61.3,56.0,943,4.86,4.9,2.99
36492,0.39,Good,E,VVS2,61.5,61.0,943,4.73,4.74,2.91
36494,0.39,Very Good,F,VVS2,63.3,56.0,944,4.63,4.66,2.94
36496,0.38,Very Good,D,VVS2,60.8,55.0,944,4.67,4.71,2.85
36497,0.34,Ideal,E,VVS2,62.4,55.0,944,4.47,4.51,2.79
36504,0.3,Fair,E,VVS2,51.0,67.0,945,4.67,4.62,2.37
36508,0.32,Ideal,F,VVS2,61.6,55.0,945,4.41,4.42,2.72
36509,0.35,Ideal,D,VVS2,61.6,54.0,945,4.55,4.57,2.81
36515,0.3,Premium,F,VVS2,61.0,59.0,945,4.33,4.3,2.63
36516,0.3,Premium,F,VVS2,61.1,59.0,945,4.32,4.29,2.63
36517,0.3,Premium,F,VVS2,62.4,58.0,945,4.28,4.25,2.66
36518,0.3,Premium,F,VVS2,61.6,58.0,945,4.35,4.28,2.66
36519,0.3,Premium,F,VVS2,61.5,58.0,945,4.31,4.29,2.64
36520,0.3,Premium,F,VVS2,61.4,59.0,945,4.36,4.31,2.66
36577,0.36,Premium,F,VVS2,62.5,56.0,945,4.6,4.52,2.85
36578,0.4,Very Good,G,VVS2,59.2,63.0,945,4.88,4.81,2.87
36599,0.38,Ideal,E,VVS2,61.8,56.0,947,4.67,4.72,2.9
36620,0.24,Very Good,F,VVS2,62.5,56.0,478,3.98,4.02,2.5
36621,0.24,Very Good,F,VVS2,62.1,58.0,478,3.96,4.03,2.48
36622,0.24,Very Good,E,VVS2,62.8,58.0,478,3.92,3.95,2.47
36623,0.24,Very Good,E,VVS2,61.1,60.0,478,4.01,4.07,2.47
36624,0.24,Very Good,E,VVS2,57.7,61.0,478,4.12,4.13,2.38
36625,0.23,Very Good,E,VVS2,60.6,55.0,478,4.02,4.07,2.45
36626,0.24,Very Good,E,VVS2,60.6,62.0,478,4.03,4.06,2.45
36627,0.24,Very Good,D,VVS2,61.9,58.0,478,4.02,4.03,2.49
36628,0.24,Very Good,D,VVS2,61.5,58.0,478,3.96,3.98,2.44
36651,0.37,Premium,F,VVS2,62.9,56.0,948,4.58,4.52,2.86
36656,0.41,Good,D,VVS2,63.3,59.0,949,4.71,4.73,2.99
36657,0.3,Ideal,E,VVS2,60.8,56.0,949,4.35,4.37,2.65
36658,0.3,Ideal,E,VVS2,61.3,57.0,949,4.3,4.32,2.64
36659,0.3,Ideal,E,VVS2,61.4,55.0,949,4.33,4.36,2.67
36660,0.3,Ideal,E,VVS2,61.4,56.0,949,4.33,4.37,2.67
36674,0.33,Ideal,E,VVS2,61.0,54.0,950,4.52,4.49,2.75
36675,0.3,Premium,D,VVS2,60.7,59.0,950,4.34,4.33,2.63
36676,0.3,Ideal,D,VVS2,59.5,56.0,950,4.42,4.38,2.62
36677,0.33,Premium,E,VVS2,61.3,59.0,950,4.47,4.44,2.73
36683,0.41,Premium,F,VVS2,61.6,59.0,951,4.73,4.79,2.93
36694,0.39,Ideal,G,VVS2,61.6,56.6,952,4.68,4.71,2.9
36695,0.39,Ideal,G,VVS2,62.0,54.5,952,4.67,4.7,2.91
36696,0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
36697,0.39,Ideal,G,VVS2,62.2,54.0,952,4.67,4.7,2.91
36707,0.47,Ideal,J,VVS2,62.1,54.5,953,4.97,4.99,3.09
36712,0.33,Ideal,E,VVS2,61.8,56.0,953,4.46,4.44,2.75
36718,0.42,Very Good,G,VVS2,61.2,56.0,954,4.84,4.86,2.97
36723,0.43,Ideal,G,VVS2,62.0,55.0,954,4.86,4.89,3.02
